,text,words_with_errors,sentence_with_errors
263,بصراحه انا كتبت اللي حسيت به يعني تقدر تقول دي حاله ترجمتها لحروف علي ورق ودي مش شخصيه لكن حسيتها في كل من عرفتهم اتنمي كل واحد يراجع ويحاسب نفسه هيلاقي اخطا كتير ياريت ندرك ده قبل فوات الاوان,بصاحه ان كبت الئلي حسيئت بئه يعن دقتر وقتل د حاه تئرجمتها لحرو علئي وق ودئي م خشصيه لكئن سحيتها فئي لك نم عرتفهم متناي ك وحاد يراجئع ويئحاسب نفسئه هيالقي اخط كتئير راييت ندرئك د لبق فاوت ائلاوان,بصراحه اان كتبت اللي حسئيت ب يعني تقر تقول دي حاله ترجمتها لحروف علي قرو ودي مش شخصي لكن حسيتها في كل نم عرتهم اتنمي كل واحد يراجع ويحائسب نفسه هيلاقي اخطا كتير ياريت ندرك ده قب فوات الاوان
264,حلو كتير تسلم,حلئو كير تلم,حلو كتئير تسلم
265,تكاد المعارضه اكون اول من يفرح لقراه اي مصيبه في مصر طالب سقط في الامتحان قطر عمل حادثه عربيه انقلبت اي مصيبه يفرح بها جدا محبي لطم الخدود هم يتفرجون حينما يرون نيرانا مشتعله لا ينقذون المصابين بل يلتقطون صورا ثم امام الكاميرات يبكون علي الضحايا بتمثيل متقن هم يتمنون ان يرزقهم الله بمصيبه كل يوم يغتاظون كلما افتتح طريق جديد او انتصرت مصر في مجال لانه يعرقل غايتهم الساميه في هدم مصر لاجل الوصول الي الحكم حركاتكم مكشوفه هل حادث القطار له علاقه بالوجه الخير لمجي دكتور برادعي هل الاخوان مثلا الذين حضرتك تنتمي لهم مسكوا لن يحدث في تاريخ مصر اي حوادث ابدا لا زلازل لان وجوههم وجوه خير لان الله راضي عنهم,تكائد المعاره اكوئن اوئل م يفرئح لقاه يا مصهبي ف مر طلب سقئط يف اتاملحان قرط لمع حادثئه عربه انقلت يا مهيبص يئفرح به ادج بحمي طلم الخدود ه يترجون يحنما يروئن ناراني مشئتعله لئا ينئقذون اامصلبين ب يلقطون صوئرا مث امئام الكامئيرات يئبكون عئلي الضحيا بتيثمل مقن ه يتمئنون ائن يرزقم الل بمصيبئه لك يوئم يغتاظن كلا فاتتح طري جديئد ا انترت مرص ف مئجال لئانه يعرئقل اغيتهم ايسامله فئي همد مئصر لجال اوصول الئي المكح حركتاكم كمشوفه له حائدث القئطار ل علاه بالجه ائلخير جملي دكترو برائدعي ه الاخئوان مثئلا اليذن حرضتك نتتمي لمه مئسكوا نل يحد ف تاري صمر يا حوائدث ابد لئا زلازل لئان وجوههئم وجوه خر نال لاله رائضي عنه,تكاد المعارضه انوك لوا من يفرح لقراه اي مصيبه فئي مصر طالب سقط في الامتحان قطر عمل حادثه عربيه انقلبت اي مصيبه يفرح اهب جدا محبي لطم الخدود هم يفرجون حينما يئرون نيرانا مشتعله لا ينقذون المصنبيا بل يلتقطون صورئا ثم امم الكاريمات ينكوب علي الضحايا بتمثيل متقن ه يتمنون ان يرزقئهم الله بمصيبه كل يو يغتاظون كلما افتتح طريق جديد وا انتصرت مصر يف مجال لانه يعئرقل غايتئهم السامي في هدم مر لاجئل الوصو الي اكحلم حركاتكم مكشوفه له حادث القطار له علاقه بالوجه الير لمجي دكتور برادعي هل الاخوان مثلا الذين حضرتك تنتمي لهم كسموا لن يثدح في تاريخ مصئر ائي حوادث ابدا لا زلازل لان وجوههم وجه خير لان الله راضي عنهم
266,كفاك كل ما هو ضد البرادعي او التغيير علي ما يبدو انتي من الحزب الحاكم من مشجعي التوريث لا تنظري الا لمصلحتك الشخصيه مع وجود هذا الحزب انظري للشعب المريض الجعان انتم مرضي من التخمه تعالجون علي حساب هذا الشعب كفاكم اجعلونا نتفنس ليس اكثر,كفكا ك م ه دض البرئادعي ا الئتغيير عيل م يبد انئتي نم الئحزب الحام نم معجشي التئوريث ل رنظتي ال لمصلحتك الشئخصيه مئع ودوج ها ابحزل اظنري لشعب الميرض الجعن انم مئرضي مئن ملتخاه تاعلجون عئلي حسا هذئا الشب كاكم عجالونا نتفن لس كاثر,كفاك كل ما هو ضد رلباادعي او التغيير علي ما يبو انتي نم الحزب الحاكم من مشجعي التوريئث لا تنظري الا لمصلحتك الشخصيه عم وجود هذا الحزب اظري للشعب المريض الجعان انتم مريض من التخمه تعالجون عئلي حساب هذا الشعب كفاكم اجعلونا نتفنس يلس اكثر
267,راي حضرتك في هذا المقال المحترم هو نفس راي وتفكير كل من ينتمي للحزب الحاكم تجاه احزاب المغارضه وكل من يتمني الخيرلهذا البلد واكاد اجزم بان اي تغيير لن يكون اسوا مما نحن فيه الان ولذلك اتمني الهدايه لنا,را حرتك ف ها المقا المحتم وه نف رئاي وتفريك كئل نم يئنتمي للحب الحئاكم تجئاه احزاب المغارئضه كول نم تيمني الخيئرلهذا ابلد واكاد اجمز ابن ا تغير لئن ينوك ساوا ممئا نحن فيئه الئان ولذلك متاني الهئدايه انل,رائي حضرتك في ذها المقال المحترم هو نفس راي وتفكير كل من يتمي للحزب الحاكم تجاه احزبا المغارضه وكل من يتمني الخيرلهذا البلد واكا اجزم بئان اي تغيير لن يكون اوسا مما نحن فيه الان ولذلك اتمني الئهدايه لنا
268,انا مع البرادعي انتم مع,انا مئع البرادعي انتئم عم,انا مع البرادعي ائنتم مع
269,مع اللي حاكم البلد من تلاتين,عم ايلل حام البئلد نم تلاين,مئع اللي حئاكم البلد م تلاتين
270,ولسه مش عارفين البلد رايحه,ولسئه مئش عفراين اللد رايح,ولسه مش عارفين البلد رايه
271,وكل اما حد يتكلم يقول اصلكم,وك امئا ح يتملك يقو اصلم,لكو اما حد يتكلم يقول اصلكم
272,مع اللي عمل البلد,مئع ايلل عل البئلد,مع ايلل عمل البلد
273,فرقه كوره وفرقه,فئرقه كره وئفرقه,فرئقه كوره وفرقه
274,امال يضمن انتخابات نزيهه,ماال يمضن انتخابا هزينه,اما يضمن انتخابات نزيهه
275,وقبل الانتخابات عايزين يتغير,بقول الانتخائبات عئايزين يتغر,وقبل الانتخابات عايزين يتغير
276,عايزين كل واحد فينا يكون له كلمه,عايزن كئل اوحد اينف وكين هل كمه,عايزين كل وادح فينا نكوي لئه كلمه
277,لحد امتي هتفضل العمليه في,لد ايتم هتفضئل اليملعه فئي,لحد امتي هتفضل العمليه ف
278,ودلوقتي بيقولوا مش فاضين احنا لسه,يدلوقتو بيقلوا م ناضيف حانا لسئه,ودلوقتي بيقولوا مش فاضين احنا لسه
279,قصدهم لسه,قهدصم لس,قصدهم لسه
280,اكتر من اللي جوه اللي جوه مضحوك عليهم ومفيش حاجه في,ركتا م الئلي جوئه ائللي جه مضحوئك عئليهم ومشيف حئاجه ف,اكتر م الئلي جوه اللي جه مضحوك عليهم ومفيش حاجه في
281,يقولوا معاه جنسيتين يقولوا,يئقولوا عماه جنسيتن يقئولوا,يقولوا ماه جنسيتين يقولوا
282,وده كله علشان,هدو هلك علشائن,وده كله علشان
283,واسالوا الغاز اللي بيروح,وائسالوا اغاز الل ريبوح,واالوا الئغاز اللي بيروح
284,وانتم هتعرفوا مين مع,ناوتم هتعرئفوا مي م,وانتم هتعرفوا يمن مع
285,واسالوا غزه اللي,واساولا غئزه الي,واسالوا غزه الئلي
